portal_event_id,portal_session_id,client_id,portal_user_id,portal_user_role,client_contact_email_domain,event_datetime,channel,request_reference,event_type,case_priority,first_response_hours,sla_breach_flag,case_status,effective_at,updated_at
CRM-0000206,PORTAL-SESSION-0000206,CLI-0013,PORTAL-USER-00090,Executive Viewer,utilities-client-13.example.com,2026-04-24T11:00:00,CRM Case,REQ-0000206,Vehicle Order,High,35.4,Y,Escalated,2026-04-24T11:00:00,2026-05-07T11:00:00
CRM-0000207,PORTAL-SESSION-0000207,CLI-0018,PORTAL-USER-00035,Driver Coordinator,professional-services-client-18.example.com,2025-08-15T16:00:00,Phone,REQ-0000207,Maintenance Query,Low,23.9,N,Pending Client,2025-08-15T16:00:00,2025-08-20T16:00:00
CRM-0000208,PORTAL-SESSION-0000208,CLI-0001,PORTAL-USER-00014,Driver Coordinator,professional-services-client-01.example.com,2025-01-19T13:00:00,Phone,REQ-0000208,Invoice Query,Medium,4.6,N,Resolved,2025-01-19T13:00:00,2025-01-31T13:00:00
CRM-0000209,PORTAL-SESSION-0000209,CLI-0007,PORTAL-USER-00040,Executive Viewer,utilities-client-07.example.com,2025-06-07T01:00:00,Phone,REQ-0000209,Report Download,Medium,34.1,N,Open,2025-06-07T01:00:00,2025-06-12T01:00:00
CRM-0000210,PORTAL-SESSION-0000210,CLI-0014,PORTAL-USER-00078,Driver Coordinator,professional-services-client-14.example.com,2026-03-08T08:00:00,CRM Case,REQ-0000210,Invoice Query,High,20.7,N,Open,2026-03-08T08:00:00,2026-03-14T08:00:00
CRM-0000211,PORTAL-SESSION-0000211,CLI-0009,PORTAL-USER-00083,Fleet Manager,professional-services-client-09.example.com,2026-02-15T09:00:00,Client Portal,REQ-0000211,Quote Request,Critical,27.9,N,Pending Client,2026-02-15T09:00:00,2026-02-22T09:00:00
CRM-0000212,PORTAL-SESSION-0000212,CLI-0008,PORTAL-USER-00055,Finance User,government-client-08.example.com,2025-01-02T21:00:00,Email,REQ-0000212,Vehicle Order,High,24.4,N,Pending Client,2025-01-02T21:00:00,2025-01-13T21:00:00
CRM-0000213,PORTAL-SESSION-0000213,CLI-0003,PORTAL-USER-00036,Executive Viewer,healthcare-client-03.example.com,2025-09-28T16:00:00,Client Portal,REQ-0000213,Maintenance Query,Critical,9.4,N,Resolved,2025-09-28T16:00:00,2025-10-11T16:00:00
CRM-0000214,PORTAL-SESSION-0000214,CLI-0004,PORTAL-USER-00006,Finance User,utilities-client-04.example.com,2026-02-23T03:00:00,Client Portal,REQ-0000214,Vehicle Order,High,11.3,N,Open,2026-02-23T03:00:00,2026-03-07T03:00:00
CRM-0000215,PORTAL-SESSION-0000215,CLI-0006,PORTAL-USER-00016,Executive Viewer,utilities-client-06.example.com,2025-05-07T00:00:00,Client Portal,REQ-0000215,Invoice Query,Critical,0.3,N,Escalated,2025-05-07T00:00:00,2025-05-09T00:00:00
CRM-0000216,PORTAL-SESSION-0000216,CLI-0004,PORTAL-USER-00083,Executive Viewer,utilities-client-04.example.com,2026-01-01T23:00:00,Client Portal,REQ-0000216,Quote Request,Medium,6.0,N,Open,2026-01-01T23:00:00,2026-01-10T23:00:00
CRM-0000217,PORTAL-SESSION-0000217,CLI-0015,PORTAL-USER-00080,Fleet Manager,healthcare-client-15.example.com,2025-10-09T18:00:00,Client Portal,REQ-0000217,Quote Request,High,1.3,N,Pending Client,2025-10-09T18:00:00,2025-10-13T18:00:00
CRM-0000218,PORTAL-SESSION-0000218,CLI-0016,PORTAL-USER-00031,Fleet Manager,government-client-16.example.com,2026-02-21T03:00:00,Phone,REQ-0000218,Renewal Discussion,Low,21.3,Y,Escalated,2026-02-21T03:00:00,2026-02-21T03:00:00
CRM-0000219,PORTAL-SESSION-0000219,CLI-0004,PORTAL-USER-00050,Finance User,utilities-client-04.example.com,2026-03-29T20:00:00,Email,REQ-0000219,Renewal Discussion,Low,26.0,N,Open,2026-03-29T20:00:00,2026-04-07T20:00:00
CRM-0000220,PORTAL-SESSION-0000220,CLI-0010,PORTAL-USER-00060,Driver Coordinator,government-client-10.example.com,2026-03-09T20:00:00,Email,REQ-0000220,Quote Request,Low,2.9,Y,Resolved,2026-03-09T20:00:00,2026-03-12T20:00:00
CRM-0000221,PORTAL-SESSION-0000221,CLI-0011,PORTAL-USER-00016,Fleet Manager,government-client-11.example.com,2025-09-29T05:00:00,Phone,REQ-0000221,Vehicle Order,Critical,18.9,N,Escalated,2025-09-29T05:00:00,2025-10-01T05:00:00
CRM-0000222,PORTAL-SESSION-0000222,CLI-0015,PORTAL-USER-00030,Executive Viewer,healthcare-client-15.example.com,2025-11-03T01:00:00,Client Portal,REQ-0000222,Maintenance Query,Low,15.4,N,Escalated,2025-11-03T01:00:00,2025-11-16T01:00:00
CRM-0000223,PORTAL-SESSION-0000223,CLI-0005,PORTAL-USER-00087,Executive Viewer,healthcare-client-05.example.com,2025-03-08T06:00:00,Email,REQ-0000223,Maintenance Query,Critical,27.9,N,Escalated,2025-03-08T06:00:00,2025-03-13T06:00:00
CRM-0000224,PORTAL-SESSION-0000224,CLI-0008,PORTAL-USER-00054,Fleet Manager,government-client-08.example.com,2025-01-21T14:00:00,Client Portal,REQ-0000224,Vehicle Order,High,19.7,N,Resolved,2025-01-21T14:00:00,2025-01-28T14:00:00
CRM-0000225,PORTAL-SESSION-0000225,CLI-0017,PORTAL-USER-00022,Driver Coordinator,construction-client-17.example.com,2025-01-17T00:00:00,Email,REQ-0000225,Vehicle Order,Medium,7.8,Y,Pending Client,2025-01-17T00:00:00,2025-01-19T00:00:00
CRM-0000226,PORTAL-SESSION-0000226,CLI-0004,PORTAL-USER-00005,Executive Viewer,utilities-client-04.example.com,2025-07-20T18:00:00,Phone,REQ-0000226,Report Download,High,30.5,N,Escalated,2025-07-20T18:00:00,2025-07-30T18:00:00
CRM-0000227,PORTAL-SESSION-0000227,CLI-0016,PORTAL-USER-00057,Driver Coordinator,government-client-16.example.com,2025-01-11T12:00:00,Client Portal,REQ-0000227,Maintenance Query,Low,8.9,N,Pending Client,2025-01-11T12:00:00,2025-01-12T12:00:00
CRM-0000228,PORTAL-SESSION-0000228,CLI-0011,PORTAL-USER-00015,Executive Viewer,government-client-11.example.com,2025-01-29T23:00:00,Email,REQ-0000228,Vehicle Order,Critical,2.7,Y,Open,2025-01-29T23:00:00,2025-02-01T23:00:00
CRM-0000229,PORTAL-SESSION-0000229,CLI-0007,PORTAL-USER-00084,Driver Coordinator,utilities-client-07.example.com,2025-07-06T01:00:00,CRM Case,REQ-0000229,Invoice Query,Medium,25.3,N,Pending Client,2025-07-06T01:00:00,2025-07-15T01:00:00
CRM-0000230,PORTAL-SESSION-0000230,CLI-0005,PORTAL-USER-00038,Fleet Manager,healthcare-client-05.example.com,2025-05-28T17:00:00,CRM Case,REQ-0000230,Quote Request,Low,10.9,N,Escalated,2025-05-28T17:00:00,2025-06-06T17:00:00
CRM-0000231,PORTAL-SESSION-0000231,CLI-0003,PORTAL-USER-00041,Finance User,healthcare-client-03.example.com,2026-02-21T00:00:00,Client Portal,REQ-0000231,Vehicle Order,Low,13.3,N,Escalated,2026-02-21T00:00:00,2026-02-28T00:00:00
CRM-0000232,PORTAL-SESSION-0000232,CLI-0012,PORTAL-USER-00071,Executive Viewer,government-client-12.example.com,2026-01-26T22:00:00,Email,REQ-0000232,Maintenance Query,Medium,8.4,N,Pending Client,2026-01-26T22:00:00,2026-01-30T22:00:00
CRM-0000233,PORTAL-SESSION-0000233,CLI-0018,PORTAL-USER-00001,Driver Coordinator,professional-services-client-18.example.com,2025-02-16T02:00:00,Client Portal,REQ-0000233,Quote Request,High,32.8,Y,Resolved,2025-02-16T02:00:00,2025-02-28T02:00:00
CRM-0000234,PORTAL-SESSION-0000234,CLI-0005,PORTAL-USER-00075,Executive Viewer,healthcare-client-05.example.com,2025-09-09T16:00:00,Client Portal,REQ-0000234,Invoice Query,Critical,9.0,N,Resolved,2025-09-09T16:00:00,2025-09-20T16:00:00
CRM-0000235,PORTAL-SESSION-0000235,CLI-0004,PORTAL-USER-00010,Executive Viewer,utilities-client-04.example.com,2025-03-12T17:00:00,Phone,REQ-0000235,Invoice Query,Low,4.9,N,Escalated,2025-03-12T17:00:00,2025-03-20T17:00:00
CRM-0000236,PORTAL-SESSION-0000236,CLI-0004,PORTAL-USER-00034,Finance User,utilities-client-04.example.com,2025-06-24T11:00:00,Phone,REQ-0000236,Renewal Discussion,Low,27.5,Y,Pending Client,2025-06-24T11:00:00,2025-06-27T11:00:00
CRM-0000237,PORTAL-SESSION-0000237,CLI-0013,PORTAL-USER-00038,Driver Coordinator,utilities-client-13.example.com,2025-01-10T04:00:00,Phone,REQ-0000237,Renewal Discussion,High,27.8,Y,Escalated,2025-01-10T04:00:00,2025-01-17T04:00:00
CRM-0000238,PORTAL-SESSION-0000238,CLI-0005,PORTAL-USER-00009,Executive Viewer,healthcare-client-05.example.com,2025-01-19T11:00:00,Client Portal,REQ-0000238,Quote Request,Critical,7.4,Y,Open,2025-01-19T11:00:00,2025-01-24T11:00:00
CRM-0000239,PORTAL-SESSION-0000239,CLI-0013,PORTAL-USER-00084,Executive Viewer,utilities-client-13.example.com,2026-02-17T08:00:00,CRM Case,REQ-0000239,Maintenance Query,Low,7.9,Y,Resolved,2026-02-17T08:00:00,2026-02-21T08:00:00
CRM-0000240,PORTAL-SESSION-0000240,CLI-0008,PORTAL-USER-00024,Executive Viewer,government-client-08.example.com,2025-09-29T00:00:00,Email,REQ-0000240,Quote Request,High,18.2,N,Escalated,2025-09-29T00:00:00,2025-10-09T00:00:00
CRM-0000241,PORTAL-SESSION-0000241,CLI-0006,PORTAL-USER-00021,Finance User,utilities-client-06.example.com,2025-07-16T01:00:00,Email,REQ-0000241,Invoice Query,Critical,24.7,Y,Pending Client,2025-07-16T01:00:00,2025-07-30T01:00:00
CRM-0000242,PORTAL-SESSION-0000242,CLI-0015,PORTAL-USER-00067,Driver Coordinator,healthcare-client-15.example.com,2025-04-06T17:00:00,Client Portal,REQ-0000242,Maintenance Query,Critical,15.5,N,Open,2025-04-06T17:00:00,2025-04-13T17:00:00
CRM-0000243,PORTAL-SESSION-0000243,CLI-0013,PORTAL-USER-00019,Executive Viewer,utilities-client-13.example.com,2025-12-16T06:00:00,Client Portal,REQ-0000243,Renewal Discussion,Medium,34.0,N,Escalated,2025-12-16T06:00:00,2025-12-23T06:00:00
CRM-0000244,PORTAL-SESSION-0000244,CLI-0014,PORTAL-USER-00046,Finance User,professional-services-client-14.example.com,2025-12-21T04:00:00,CRM Case,REQ-0000244,Report Download,Critical,26.0,Y,Open,2025-12-21T04:00:00,2025-12-27T04:00:00
CRM-0000245,PORTAL-SESSION-0000245,CLI-0001,PORTAL-USER-00067,Executive Viewer,professional-services-client-01.example.com,2026-02-13T08:00:00,CRM Case,REQ-0000245,Vehicle Order,Low,25.0,N,Pending Client,2026-02-13T08:00:00,2026-02-17T08:00:00
CRM-0000246,PORTAL-SESSION-0000246,CLI-0001,PORTAL-USER-00088,Finance User,professional-services-client-01.example.com,2025-06-27T00:00:00,Phone,REQ-0000246,Vehicle Order,Critical,26.7,N,Escalated,2025-06-27T00:00:00,2025-07-03T00:00:00
CRM-0000247,PORTAL-SESSION-0000247,CLI-0009,PORTAL-USER-00041,Finance User,professional-services-client-09.example.com,2026-02-02T00:00:00,Email,REQ-0000247,Maintenance Query,Critical,2.2,Y,Escalated,2026-02-02T00:00:00,2026-02-09T00:00:00
CRM-0000248,PORTAL-SESSION-0000248,CLI-0011,PORTAL-USER-00021,Executive Viewer,government-client-11.example.com,2025-06-26T08:00:00,Client Portal,REQ-0000248,Report Download,Low,8.8,N,Pending Client,2025-06-26T08:00:00,2025-07-09T08:00:00
CRM-0000249,PORTAL-SESSION-0000249,CLI-0006,PORTAL-USER-00052,Finance User,utilities-client-06.example.com,2025-09-02T06:00:00,Phone,REQ-0000249,Renewal Discussion,Medium,6.6,N,Pending Client,2025-09-02T06:00:00,2025-09-12T06:00:00
CRM-0000250,PORTAL-SESSION-0000250,CLI-0005,PORTAL-USER-00014,Fleet Manager,healthcare-client-05.example.com,2025-09-04T03:00:00,Phone,REQ-0000250,Invoice Query,Critical,15.4,N,Escalated,2025-09-04T03:00:00,2025-09-05T03:00:00
CRM-0000251,PORTAL-SESSION-0000251,CLI-0014,PORTAL-USER-00038,Finance User,professional-services-client-14.example.com,2025-03-26T01:00:00,Email,REQ-0000251,Quote Request,High,9.7,Y,Pending Client,2025-03-26T01:00:00,2025-03-26T01:00:00
CRM-0000252,PORTAL-SESSION-0000252,CLI-0012,PORTAL-USER-00055,Fleet Manager,government-client-12.example.com,2025-03-31T03:00:00,CRM Case,REQ-0000252,Report Download,Medium,6.8,N,Escalated,2025-03-31T03:00:00,2025-04-09T03:00:00
CRM-0000253,PORTAL-SESSION-0000253,CLI-0018,PORTAL-USER-00035,Finance User,professional-services-client-18.example.com,2025-01-08T03:00:00,Phone,REQ-0000253,Invoice Query,Critical,29.9,N,Escalated,2025-01-08T03:00:00,2025-01-16T03:00:00
CRM-0000254,PORTAL-SESSION-0000254,CLI-0001,PORTAL-USER-00058,Executive Viewer,professional-services-client-01.example.com,2026-03-21T02:00:00,Client Portal,REQ-0000254,Vehicle Order,Low,14.5,N,Escalated,2026-03-21T02:00:00,2026-04-04T02:00:00
CRM-0000255,PORTAL-SESSION-0000255,CLI-0002,PORTAL-USER-00088,Fleet Manager,utilities-client-02.example.com,2026-03-31T10:00:00,Client Portal,REQ-0000255,Invoice Query,Medium,7.6,Y,Escalated,2026-03-31T10:00:00,2026-04-02T10:00:00
CRM-0000256,PORTAL-SESSION-0000256,CLI-0009,PORTAL-USER-00049,Finance User,professional-services-client-09.example.com,2026-04-15T08:00:00,Client Portal,REQ-0000256,Maintenance Query,Medium,20.3,Y,Escalated,2026-04-15T08:00:00,2026-04-18T08:00:00
CRM-0000257,PORTAL-SESSION-0000257,CLI-0018,PORTAL-USER-00029,Fleet Manager,professional-services-client-18.example.com,2025-01-03T17:00:00,Phone,REQ-0000257,Invoice Query,High,2.3,N,Resolved,2025-01-03T17:00:00,2025-01-04T17:00:00
CRM-0000258,PORTAL-SESSION-0000258,CLI-0008,PORTAL-USER-00029,Finance User,government-client-08.example.com,2026-01-13T19:00:00,Phone,REQ-0000258,Renewal Discussion,Medium,35.7,Y,Pending Client,2026-01-13T19:00:00,2026-01-21T19:00:00
CRM-0000259,PORTAL-SESSION-0000259,CLI-0003,PORTAL-USER-00016,Executive Viewer,healthcare-client-03.example.com,2025-03-23T18:00:00,CRM Case,REQ-0000259,Invoice Query,Low,10.8,Y,Open,2025-03-23T18:00:00,2025-03-25T18:00:00
CRM-0000260,PORTAL-SESSION-0000260,CLI-0014,PORTAL-USER-00058,Executive Viewer,professional-services-client-14.example.com,2026-01-03T13:00:00,Email,REQ-0000260,Vehicle Order,Critical,31.1,N,Resolved,2026-01-03T13:00:00,2026-01-06T13:00:00
CRM-0000261,PORTAL-SESSION-0000261,CLI-0016,PORTAL-USER-00081,Driver Coordinator,government-client-16.example.com,2025-05-16T19:00:00,Client Portal,REQ-0000261,Maintenance Query,Low,18.3,Y,Resolved,2025-05-16T19:00:00,2025-05-29T19:00:00
CRM-0000262,PORTAL-SESSION-0000262,CLI-0001,PORTAL-USER-00064,Driver Coordinator,professional-services-client-01.example.com,2025-08-03T23:00:00,Phone,REQ-0000262,Quote Request,Medium,1.7,N,Open,2025-08-03T23:00:00,2025-08-12T23:00:00
CRM-0000263,PORTAL-SESSION-0000263,CLI-0006,PORTAL-USER-00022,Finance User,utilities-client-06.example.com,2025-11-01T01:00:00,Client Portal,REQ-0000263,Invoice Query,High,31.8,N,Open,2025-11-01T01:00:00,2025-11-05T01:00:00
CRM-0000264,PORTAL-SESSION-0000264,CLI-0009,PORTAL-USER-00005,Finance User,professional-services-client-09.example.com,2025-10-05T18:00:00,CRM Case,REQ-0000264,Vehicle Order,High,34.5,N,Pending Client,2025-10-05T18:00:00,2025-10-07T18:00:00
CRM-0000265,PORTAL-SESSION-0000265,CLI-0001,PORTAL-USER-00032,Driver Coordinator,professional-services-client-01.example.com,2026-05-06T05:00:00,Client Portal,REQ-0000265,Quote Request,Medium,29.2,N,Resolved,2026-05-06T05:00:00,2026-05-19T05:00:00
CRM-0000266,PORTAL-SESSION-0000266,CLI-0002,PORTAL-USER-00029,Driver Coordinator,utilities-client-02.example.com,2025-02-28T19:00:00,Email,REQ-0000266,Invoice Query,Low,8.2,Y,Resolved,2025-02-28T19:00:00,2025-03-11T19:00:00
CRM-0000267,PORTAL-SESSION-0000267,CLI-0007,PORTAL-USER-00032,Finance User,utilities-client-07.example.com,2025-11-16T06:00:00,CRM Case,REQ-0000267,Invoice Query,Medium,14.2,N,Escalated,2025-11-16T06:00:00,2025-11-18T06:00:00
CRM-0000268,PORTAL-SESSION-0000268,CLI-0001,PORTAL-USER-00004,Driver Coordinator,professional-services-client-01.example.com,2026-02-20T17:00:00,CRM Case,REQ-0000268,Quote Request,Medium,30.0,N,Resolved,2026-02-20T17:00:00,2026-02-21T17:00:00
CRM-0000269,PORTAL-SESSION-0000269,CLI-0006,PORTAL-USER-00008,Executive Viewer,utilities-client-06.example.com,2026-03-27T18:00:00,Email,REQ-0000269,Report Download,Critical,11.3,N,Open,2026-03-27T18:00:00,2026-03-28T18:00:00
CRM-0000270,PORTAL-SESSION-0000270,CLI-0005,PORTAL-USER-00052,Finance User,healthcare-client-05.example.com,2025-05-05T15:00:00,Client Portal,REQ-0000270,Maintenance Query,Critical,11.2,N,Resolved,2025-05-05T15:00:00,2025-05-07T15:00:00
CRM-0000271,PORTAL-SESSION-0000271,CLI-0003,PORTAL-USER-00050,Finance User,healthcare-client-03.example.com,2026-04-10T00:00:00,Email,REQ-0000271,Renewal Discussion,Low,20.4,Y,Resolved,2026-04-10T00:00:00,2026-04-19T00:00:00
CRM-0000272,PORTAL-SESSION-0000272,CLI-0004,PORTAL-USER-00024,Executive Viewer,utilities-client-04.example.com,2025-10-28T04:00:00,Phone,REQ-0000272,Quote Request,Medium,3.7,N,Pending Client,2025-10-28T04:00:00,2025-11-08T04:00:00
CRM-0000273,PORTAL-SESSION-0000273,CLI-0013,PORTAL-USER-00036,Executive Viewer,utilities-client-13.example.com,2025-03-07T13:00:00,Email,REQ-0000273,Vehicle Order,Critical,9.1,N,Pending Client,2025-03-07T13:00:00,2025-03-18T13:00:00
CRM-0000274,PORTAL-SESSION-0000274,CLI-0001,PORTAL-USER-00055,Fleet Manager,professional-services-client-01.example.com,2026-04-01T19:00:00,Phone,REQ-0000274,Vehicle Order,Low,0.3,N,Resolved,2026-04-01T19:00:00,2026-04-06T19:00:00
CRM-0000275,PORTAL-SESSION-0000275,CLI-0005,PORTAL-USER-00025,Finance User,healthcare-client-05.example.com,2025-05-19T01:00:00,Client Portal,REQ-0000275,Quote Request,High,24.9,N,Resolved,2025-05-19T01:00:00,2025-05-19T01:00:00
CRM-0000276,PORTAL-SESSION-0000276,CLI-0011,PORTAL-USER-00027,Finance User,government-client-11.example.com,2025-02-18T08:00:00,Client Portal,REQ-0000276,Report Download,Low,10.9,N,Escalated,2025-02-18T08:00:00,2025-02-25T08:00:00
CRM-0000277,PORTAL-SESSION-0000277,CLI-0015,PORTAL-USER-00034,Executive Viewer,healthcare-client-15.example.com,2025-11-23T04:00:00,CRM Case,REQ-0000277,Invoice Query,High,31.0,N,Open,2025-11-23T04:00:00,2025-12-01T04:00:00
CRM-0000278,PORTAL-SESSION-0000278,CLI-0018,PORTAL-USER-00033,Driver Coordinator,professional-services-client-18.example.com,2025-05-01T22:00:00,Client Portal,REQ-0000278,Report Download,Medium,26.5,N,Resolved,2025-05-01T22:00:00,2025-05-13T22:00:00
CRM-0000279,PORTAL-SESSION-0000279,CLI-0018,PORTAL-USER-00006,Executive Viewer,professional-services-client-18.example.com,2025-09-05T15:00:00,Phone,REQ-0000279,Renewal Discussion,Critical,29.9,N,Pending Client,2025-09-05T15:00:00,2025-09-19T15:00:00
CRM-0000280,PORTAL-SESSION-0000280,CLI-0008,PORTAL-USER-00076,Executive Viewer,government-client-08.example.com,2026-01-23T05:00:00,Email,REQ-0000280,Quote Request,High,31.4,N,Pending Client,2026-01-23T05:00:00,2026-01-28T05:00:00
CRM-0000281,PORTAL-SESSION-0000281,CLI-0015,PORTAL-USER-00086,Driver Coordinator,healthcare-client-15.example.com,2026-01-02T17:00:00,Phone,REQ-0000281,Invoice Query,Low,31.8,N,Resolved,2026-01-02T17:00:00,2026-01-13T17:00:00
CRM-0000282,PORTAL-SESSION-0000282,CLI-0017,PORTAL-USER-00070,Finance User,construction-client-17.example.com,2025-09-29T06:00:00,Email,REQ-0000282,Renewal Discussion,Critical,25.6,Y,Pending Client,2025-09-29T06:00:00,2025-10-05T06:00:00
CRM-0000283,PORTAL-SESSION-0000283,CLI-0006,PORTAL-USER-00066,Driver Coordinator,utilities-client-06.example.com,2025-01-10T23:00:00,Phone,REQ-0000283,Maintenance Query,Medium,23.7,N,Resolved,2025-01-10T23:00:00,2025-01-14T23:00:00
CRM-0000284,PORTAL-SESSION-0000284,CLI-0007,PORTAL-USER-00041,Driver Coordinator,utilities-client-07.example.com,2026-03-18T20:00:00,Client Portal,REQ-0000284,Report Download,Critical,6.2,N,Pending Client,2026-03-18T20:00:00,2026-03-20T20:00:00
CRM-0000285,PORTAL-SESSION-0000285,CLI-0012,PORTAL-USER-00069,Finance User,government-client-12.example.com,2025-01-05T03:00:00,Email,REQ-0000285,Renewal Discussion,Critical,6.1,N,Escalated,2025-01-05T03:00:00,2025-01-07T03:00:00
CRM-0000286,PORTAL-SESSION-0000286,CLI-0018,PORTAL-USER-00076,Driver Coordinator,professional-services-client-18.example.com,2025-07-30T06:00:00,CRM Case,REQ-0000286,Renewal Discussion,Low,3.4,N,Pending Client,2025-07-30T06:00:00,2025-08-02T06:00:00
CRM-0000287,PORTAL-SESSION-0000287,CLI-0009,PORTAL-USER-00073,Finance User,professional-services-client-09.example.com,2025-02-14T09:00:00,Client Portal,REQ-0000287,Quote Request,Critical,14.3,Y,Open,2025-02-14T09:00:00,2025-02-16T09:00:00
CRM-0000288,PORTAL-SESSION-0000288,CLI-0014,PORTAL-USER-00034,Driver Coordinator,professional-services-client-14.example.com,2025-07-24T00:00:00,Client Portal,REQ-0000288,Report Download,High,15.5,N,Open,2025-07-24T00:00:00,2025-07-31T00:00:00
CRM-0000289,PORTAL-SESSION-0000289,CLI-0010,PORTAL-USER-00003,Finance User,government-client-10.example.com,2025-11-28T01:00:00,Client Portal,REQ-0000289,Quote Request,Low,20.7,N,Resolved,2025-11-28T01:00:00,2025-12-10T01:00:00
CRM-0000290,PORTAL-SESSION-0000290,CLI-0007,PORTAL-USER-00023,Finance User,utilities-client-07.example.com,2025-10-03T19:00:00,CRM Case,REQ-0000290,Invoice Query,Critical,3.5,N,Escalated,2025-10-03T19:00:00,2025-10-16T19:00:00
CRM-0000291,PORTAL-SESSION-0000291,CLI-0001,PORTAL-USER-00054,Fleet Manager,professional-services-client-01.example.com,2025-12-22T01:00:00,CRM Case,REQ-0000291,Maintenance Query,Critical,23.8,N,Escalated,2025-12-22T01:00:00,2025-12-26T01:00:00
CRM-0000292,PORTAL-SESSION-0000292,CLI-0013,PORTAL-USER-00054,Fleet Manager,utilities-client-13.example.com,2025-02-26T21:00:00,Phone,REQ-0000292,Maintenance Query,Medium,14.1,N,Resolved,2025-02-26T21:00:00,2025-02-26T21:00:00
CRM-0000293,PORTAL-SESSION-0000293,CLI-0001,PORTAL-USER-00030,Executive Viewer,professional-services-client-01.example.com,2025-10-21T10:00:00,CRM Case,REQ-0000293,Vehicle Order,High,15.3,Y,Escalated,2025-10-21T10:00:00,2025-10-31T10:00:00
CRM-0000294,PORTAL-SESSION-0000294,CLI-0005,PORTAL-USER-00087,Fleet Manager,healthcare-client-05.example.com,2026-03-15T07:00:00,CRM Case,REQ-0000294,Vehicle Order,Critical,4.2,N,Resolved,2026-03-15T07:00:00,2026-03-26T07:00:00
CRM-0000295,PORTAL-SESSION-0000295,CLI-0003,PORTAL-USER-00039,Finance User,healthcare-client-03.example.com,2026-05-10T13:00:00,CRM Case,REQ-0000295,Renewal Discussion,Low,14.1,N,Resolved,2026-05-10T13:00:00,2026-05-11T13:00:00
CRM-0000296,PORTAL-SESSION-0000296,CLI-0007,PORTAL-USER-00060,Executive Viewer,utilities-client-07.example.com,2025-08-24T05:00:00,Phone,REQ-0000296,Report Download,High,17.2,Y,Open,2025-08-24T05:00:00,2025-08-30T05:00:00
CRM-0000297,PORTAL-SESSION-0000297,CLI-0007,PORTAL-USER-00078,Driver Coordinator,utilities-client-07.example.com,2026-02-09T08:00:00,CRM Case,REQ-0000297,Report Download,Low,29.5,Y,Open,2026-02-09T08:00:00,2026-02-16T08:00:00
CRM-0000298,PORTAL-SESSION-0000298,CLI-0011,PORTAL-USER-00013,Executive Viewer,government-client-11.example.com,2026-03-16T10:00:00,Client Portal,REQ-0000298,Quote Request,Critical,22.3,N,Pending Client,2026-03-16T10:00:00,2026-03-20T10:00:00
CRM-0000299,PORTAL-SESSION-0000299,CLI-0006,PORTAL-USER-00037,Finance User,utilities-client-06.example.com,2025-01-22T05:00:00,Phone,REQ-0000299,Invoice Query,High,27.8,N,Escalated,2025-01-22T05:00:00,2025-01-24T05:00:00
CRM-0000300,PORTAL-SESSION-0000300,CLI-0008,PORTAL-USER-00055,Driver Coordinator,government-client-08.example.com,2025-05-18T11:00:00,CRM Case,REQ-0000300,Report Download,Critical,20.7,Y,Open,2025-05-18T11:00:00,2025-05-20T11:00:00
CRM-0000301,PORTAL-SESSION-0000301,CLI-0012,PORTAL-USER-00069,Driver Coordinator,government-client-12.example.com,2026-03-24T09:00:00,CRM Case,REQ-0000301,Maintenance Query,Medium,15.1,N,Resolved,2026-03-24T09:00:00,2026-04-04T09:00:00
CRM-0000302,PORTAL-SESSION-0000302,CLI-0015,PORTAL-USER-00067,Executive Viewer,healthcare-client-15.example.com,2025-03-30T06:00:00,Email,REQ-0000302,Quote Request,Low,35.3,N,Resolved,2025-03-30T06:00:00,2025-04-02T06:00:00
CRM-0000303,PORTAL-SESSION-0000303,CLI-0017,PORTAL-USER-00081,Driver Coordinator,construction-client-17.example.com,2026-03-24T10:00:00,Phone,REQ-0000303,Renewal Discussion,High,6.4,Y,Resolved,2026-03-24T10:00:00,2026-03-27T10:00:00
CRM-0000304,PORTAL-SESSION-0000304,CLI-0011,PORTAL-USER-00078,Fleet Manager,government-client-11.example.com,2026-02-04T18:00:00,Client Portal,REQ-0000304,Report Download,Medium,17.2,N,Resolved,2026-02-04T18:00:00,2026-02-14T18:00:00
CRM-0000305,PORTAL-SESSION-0000305,CLI-0014,PORTAL-USER-00063,Executive Viewer,professional-services-client-14.example.com,2025-01-26T09:00:00,Client Portal,REQ-0000305,Invoice Query,Medium,16.5,N,Resolved,2025-01-26T09:00:00,2025-01-29T09:00:00
CRM-0000306,PORTAL-SESSION-0000306,CLI-0015,PORTAL-USER-00049,Fleet Manager,healthcare-client-15.example.com,2025-01-27T12:00:00,Phone,REQ-0000306,Renewal Discussion,High,31.6,N,Escalated,2025-01-27T12:00:00,2025-02-09T12:00:00
CRM-0000307,PORTAL-SESSION-0000307,CLI-0015,PORTAL-USER-00050,Finance User,healthcare-client-15.example.com,2025-03-09T21:00:00,Phone,REQ-0000307,Report Download,Low,13.3,N,Open,2025-03-09T21:00:00,2025-03-17T21:00:00
CRM-0000308,PORTAL-SESSION-0000308,CLI-0012,PORTAL-USER-00078,Fleet Manager,government-client-12.example.com,2026-02-23T16:00:00,Client Portal,REQ-0000308,Vehicle Order,Critical,17.2,N,Open,2026-02-23T16:00:00,2026-02-23T16:00:00
