invoice_id,invoice_number,client_id,invoice_date,invoice_due_date,billing_period,billing_contact_email_domain,purchase_order_number,lease_charges_amount,maintenance_rebill_amount,fuel_rebill_amount,management_fees_amount,invoice_status,payment_terms_days,payment_method,effective_at,updated_at
INV-0000224,EFSA-202502-000224,CLI-0003,2025-02-10,2025-03-12,2025-02,healthcare-client-03.example.com,PO-SYN-000224,67989.34,6334.49,8406.09,2377.96,Issued,30,Card,2025-02-10T00:00:00,2025-02-28T00:00:00
INV-0000225,EFSA-202603-000225,CLI-0012,2026-03-19,2026-04-18,2026-03,government-client-12.example.com,PO-SYN-000225,45955.21,7608.02,7616.77,1754.84,Paid,30,BPAY,2026-03-19T00:00:00,2026-04-10T00:00:00
INV-0000226,EFSA-202507-000226,CLI-0015,2025-07-25,2025-08-24,2025-07,healthcare-client-15.example.com,PO-SYN-000226,56988.04,11339.65,8295.91,1334.24,Paid,30,EFT,2025-07-25T00:00:00,2025-08-18T00:00:00
INV-0000227,EFSA-202508-000227,CLI-0008,2025-08-12,2025-09-11,2025-08,government-client-08.example.com,PO-SYN-000227,37106.13,4246.34,5778.61,1100.25,Disputed,30,BPAY,2025-08-12T00:00:00,2025-08-17T00:00:00
INV-0000228,EFSA-202504-000228,CLI-0014,2025-04-17,2025-05-17,2025-04,professional-services-client-14.example.com,PO-SYN-000228,86346.92,3911.05,3462.87,2096.29,Issued,30,Direct Debit,2025-04-17T00:00:00,2025-05-09T00:00:00
INV-0000229,EFSA-202509-000229,CLI-0010,2025-09-18,2025-10-18,2025-09,government-client-10.example.com,PO-SYN-000229,11053.53,976.45,1539.44,439.9,Paid,30,Card,2025-09-18T00:00:00,2025-10-13T00:00:00
INV-0000230,EFSA-202506-000230,CLI-0013,2025-06-04,2025-07-04,2025-06,utilities-client-13.example.com,PO-SYN-000230,80670.03,4545.33,12510.81,1772.84,Part Paid,30,Card,2025-06-04T00:00:00,2025-06-13T00:00:00
INV-0000231,EFSA-202507-000231,CLI-0008,2025-07-08,2025-08-07,2025-07,government-client-08.example.com,PO-SYN-000231,74476.61,10255.45,2247.17,1420.99,Issued,30,Card,2025-07-08T00:00:00,2025-07-12T00:00:00
INV-0000232,EFSA-202511-000232,CLI-0009,2025-11-30,2025-12-30,2025-11,professional-services-client-09.example.com,PO-SYN-000232,53090.48,3136.73,7684.77,948.76,Part Paid,30,Direct Debit,2025-11-30T00:00:00,2025-12-20T00:00:00
INV-0000233,EFSA-202603-000233,CLI-0011,2026-03-30,2026-04-29,2026-03,government-client-11.example.com,PO-SYN-000233,31423.06,5143.29,612.5,1204.4,Issued,30,BPAY,2026-03-30T00:00:00,2026-04-14T00:00:00
INV-0000234,EFSA-202605-000234,CLI-0004,2026-05-08,2026-06-07,2026-05,utilities-client-04.example.com,PO-SYN-000234,86486.35,17360.7,1305.76,3656.71,Issued,30,BPAY,2026-05-08T00:00:00,2026-06-11T00:00:00
INV-0000235,EFSA-202604-000235,CLI-0012,2026-04-16,2026-05-16,2026-04,government-client-12.example.com,PO-SYN-000235,18365.12,3790.27,431.55,853.88,Part Paid,30,Direct Debit,2026-04-16T00:00:00,2026-05-04T00:00:00
INV-0000236,EFSA-202503-000236,CLI-0011,2025-03-22,2025-04-21,2025-03,government-client-11.example.com,PO-SYN-000236,22238.6,4072.54,2709.78,1044.24,Issued,30,BPAY,2025-03-22T00:00:00,2025-04-24T00:00:00
INV-0000237,EFSA-202505-000237,CLI-0015,2025-05-13,2025-06-12,2025-05,healthcare-client-15.example.com,PO-SYN-000237,27569.45,4302.36,4448.33,962.25,Issued,30,BPAY,2025-05-13T00:00:00,2025-05-26T00:00:00
INV-0000238,EFSA-202603-000238,CLI-0006,2026-03-22,2026-04-21,2026-03,utilities-client-06.example.com,PO-SYN-000238,62625.64,11471.36,895.77,2282.82,Paid,30,EFT,2026-03-22T00:00:00,2026-04-06T00:00:00
INV-0000239,EFSA-202508-000239,CLI-0015,2025-08-25,2025-09-24,2025-08,healthcare-client-15.example.com,PO-SYN-000239,44672.9,6051.43,3486.8,1170.24,Issued,30,EFT,2025-08-25T00:00:00,2025-09-24T00:00:00
INV-0000240,EFSA-202502-000240,CLI-0001,2025-02-27,2025-03-29,2025-02,professional-services-client-01.example.com,PO-SYN-000240,28636.48,927.51,4314.39,1610.8,Paid,30,EFT,2025-02-27T00:00:00,2025-03-28T00:00:00
